,Network,State,Facility Name,Star Rating,Profit Or Non-Profit,Chain Owned,Chain Organization,Late Shift,Number Of Dialysis Stations,Offers In-Center Hemodialysis,Offers Peritoneal Dialysis,Offers Home Hemodialysis Training,Percentage Of Medicare Patients With Hgb < 10 g/dL,Percentage Of Medicare Patients With Hgb > 12 g/dL,Percent Of Adult HD Patients With Kt/V >= 1.2,Percentage Of Adult Patients With Hypercalcemia (Serum Calcium Greater Than 10.2 mg/dL),Percentage Of Adult Patients With Serum Phosphorus Less Than 3.5 mg/dL,Percentage Of Adult Patients With Serum Phosphorus Between 3.5 - 4.5 mg/dL,Percentage Of Adult Patients With Serum Phosphorus Between 4.6 - 5.5 mg/dL,Percentage Of Adult Patients With Serum Phosphorus Between 5.6 - 7.0 mg/dL,Percentage Of Adult Patients With Serum Phosphorus Greater Than 7.0 mg/dL,Mortality Rate (Facility),Readmission Rate (Facility),Hospitalization Rate (Facility),Standard Infection Ratio,Transfusion Rate (Facility),Fistula Rate (Facility),Percentage Of Adult Patients With Long Term Catheter In Use,Standardized First Kidney Transplant Waitlist Ratio,Percentage Of Prevalent Patients Waitlisted
1532,3,NJ,TRINITAS LIVINGSTON ST,3,0.0,0,INDEPENDENT,0,14,1,0,0,18.0,0.0,98.0,0.0,8.0,25.0,30.0,27.0,11.0,18.8,32.1,157.2,0.51,4.7,55.5,23.0,0.0,11.5
1533,7,FL,DAVITA FLAMINGO PARK KINDEY CENTER,4,1.0,1,DAVITA,0,21,1,0,0,16.0,0.0,99.0,1.0,5.0,23.0,30.0,22.0,19.0,20.0,39.9,275.6,0.9,28.7,81.0,9.0,0.7,11.8
1534,10,IL,DAVITA HAZEL CREST RENAL CENTER,5,1.0,1,DAVITA,1,17,1,0,0,28.0,0.0,99.0,1.0,5.0,20.0,30.0,25.0,20.0,18.7,27.9,213.1,0.41,0.0,69.0,6.0,1.93,14.9
1535,15,CO,NORTHERN COLORADO HOME THERAPY DIALYSIS (FMC),4,1.0,1,FRESENIUS MEDICAL CARE,0,4,0,1,1,35.0,0.0,98.0,3.0,7.0,28.0,35.0,26.0,5.0,12.8,16.0,169.9,0.51,11.5,63.3,12.0,0.82,40.9
1536,11,MI,DAVITA RIVERVIEW DIALYSIS,3,1.0,1,DAVITA,1,22,1,0,0,31.0,0.0,98.0,2.0,4.0,18.0,37.0,21.0,20.0,25.0,36.5,282.9,0.2,23.6,68.8,14.0,1.42,12.8
1537,7,FL,DAVITA WEST TAMPA DIALYSIS,4,1.0,1,DAVITA,0,20,1,1,0,26.0,0.0,98.0,1.0,9.0,22.0,31.0,19.0,19.0,21.3,28.7,208.3,1.23,30.5,68.5,12.0,1.34,9.7
1538,3,NJ,PHYSICIANS DIALYSIS HACKETTSTOWN,5,1.0,1,PHYSICIANS DIALYSIS,0,14,1,1,0,14.0,0.0,100.0,0.0,12.0,21.0,26.0,34.0,7.0,20.0,38.9,143.6,0.34,38.8,83.2,4.0,0.82,20.5
1539,7,FL,ZZ CLOSED - FRESENIUS KIDNEY CARE SOUTH TAMPA,4,1.0,1,FRESENIUS MEDICAL CARE,0,16,1,0,0,18.0,0.0,98.0,1.0,7.0,24.0,31.0,22.0,14.0,25.3,27.0,185.0,0.51,16.7,63.3,12.0,0.82,16.1
1540,6,GA,FMC THOMSON DIALYSIS,3,1.0,1,FRESENIUS MEDICAL CARE,0,31,1,0,0,11.0,0.0,95.0,1.0,13.0,26.0,26.0,23.0,11.0,30.0,30.3,242.3,0.0,14.5,50.6,6.0,0.0,4.3
1541,13,LA,FMCNA - WESTPORT,5,1.0,1,FRESENIUS MEDICAL CARE,0,14,1,0,0,12.0,0.0,97.0,0.0,5.0,27.0,30.0,29.0,9.0,20.0,18.8,178.0,2.34,8.4,73.8,3.0,0.82,19.0
1542,4,PA,DAVITA ST LUKES QUAKERTOWN DIALYSIS,4,1.0,1,DAVITA,0,12,1,0,0,23.0,0.0,100.0,1.0,4.0,23.0,42.0,18.0,13.0,20.5,27.4,172.2,0.0,14.4,60.5,13.0,0.82,18.9
1543,5,MD,US RENAL CARE - HYATTSVILLE,2,1.0,1,"US RENAL CARE, INC.",1,24,1,1,0,38.0,0.0,94.0,3.0,19.0,32.0,32.0,11.0,5.0,31.4,29.4,174.7,1.02,30.5,45.0,25.0,0.82,12.1
1544,4,PA,DAVITA NEWTOWN DIALYSIS CENTER,3,1.0,1,DAVITA,1,18,1,1,1,17.0,0.0,99.0,2.0,5.0,18.0,37.0,20.0,21.0,26.4,36.8,280.1,0.83,12.2,61.0,13.0,0.82,38.8
1545,1,ME,COASTAL DIALYSIS CENTER,5,1.0,1,FRESENIUS MEDICAL CARE,0,15,1,1,1,11.0,0.0,98.0,0.0,6.0,25.0,31.0,27.0,11.0,14.5,27.6,114.2,0.36,10.9,76.3,5.0,0.82,11.5
1546,13,AR,DAVITA SPRINGHILL DIALYSIS,3,1.0,1,DAVITA,0,17,1,1,0,18.0,0.0,99.0,4.0,4.0,19.0,31.0,25.0,21.0,35.4,30.1,203.5,1.13,22.8,58.7,7.0,0.46,12.2
1547,3,NJ,ARA GARDEN STATE KIDNEY CENTER,5,1.0,1,AMERICAN RENAL ASSOCIATES,0,19,1,1,0,32.0,0.0,99.0,1.0,7.0,35.0,38.0,13.0,7.0,18.3,14.5,212.8,1.28,25.4,70.9,9.0,0.82,27.6
1548,5,MD,FMC - NORTH SALISBURY,3,1.0,1,FRESENIUS MEDICAL CARE,0,24,1,1,1,31.0,0.0,95.0,1.0,5.0,19.0,32.0,30.0,15.0,22.9,16.6,143.0,0.24,41.1,51.2,17.0,0.8,28.2
1549,16,OR,PNRS RAINES DIALYSIS,4,1.0,1,FRESENIUS MEDICAL CARE,0,13,1,1,1,14.0,0.0,97.0,2.0,3.0,21.0,35.0,23.0,17.0,21.7,22.0,150.9,0.55,17.0,56.8,9.0,1.7,18.4
1550,12,KS,DAVITA MISSION DIALYSIS,5,1.0,1,DAVITA,0,12,1,0,0,18.0,0.0,100.0,1.0,3.0,28.0,31.0,18.0,20.0,21.75,21.7,167.8,0.77,16.7,71.9,6.0,0.82,22.0
1551,13,LA,CHALMETTE DIALYSIS CTR,5,1.0,0,INDEPENDENT,0,16,1,0,0,6.0,0.0,96.0,3.0,3.0,19.0,30.0,29.0,18.0,25.9,6.9,69.8,0.92,0.0,60.1,14.0,0.0,13.7
1552,6,GA,DAVITA EAST DEKALB DIALYSIS,2,1.0,1,DAVITA,0,16,1,0,0,26.0,0.0,96.0,3.0,9.0,27.0,30.0,17.0,17.0,28.7,37.6,276.0,0.0,14.3,45.0,12.0,0.0,13.5
1553,10,IL,DAVITA TINLEY PARK DIALYSIS,4,1.0,1,DAVITA,0,14,1,0,0,14.0,0.0,97.0,0.0,5.0,20.0,38.0,21.0,16.0,21.3,19.1,218.6,0.29,6.5,59.2,18.0,0.82,2.9
1554,10,IL,DAVITA STONECREST DIALYSIS,5,1.0,1,DAVITA,0,12,1,1,0,19.0,0.0,99.0,0.0,6.0,26.0,40.0,15.0,14.0,19.2,33.0,200.0,1.43,12.1,66.1,4.0,0.0,9.2
1555,5,DC,DAVITA GWU SOUTHEAST DIALYSIS,4,1.0,1,DAVITA,0,25,1,0,0,13.0,0.0,99.0,3.0,6.0,23.0,37.0,20.0,15.0,15.0,28.1,210.7,0.0,10.5,60.1,9.0,0.31,9.8
1556,8,MS,FMC HAZLEHURST,4,1.0,1,FRESENIUS MEDICAL CARE,0,13,1,0,0,23.0,0.0,98.0,0.0,13.0,30.0,28.0,21.0,8.0,27.9,29.8,170.5,0.41,13.2,59.3,3.0,0.82,11.1
1557,7,FL,DAVITA INTERAMERICAN DIALYSIS CENTER,5,1.0,1,DAVITA,0,25,1,1,1,17.0,0.0,100.0,0.0,8.0,29.0,35.0,17.0,10.0,19.5,20.6,187.1,0.21,16.5,81.4,5.0,0.82,35.5
1558,7,FL,DAVITA WINTER GARDEN DIALYSIS,3,1.0,1,DAVITA,0,16,1,0,0,17.0,0.0,99.0,0.0,6.0,25.0,30.0,19.0,19.0,25.6,25.4,284.2,0.0,24.3,57.4,11.0,0.82,16.6
1559,9,OH,CHAMPION DIALYSIS CENTER,3,1.0,1,AMERICAN RENAL ASSOCIATES,0,20,1,0,0,65.0,0.0,100.0,0.0,8.0,29.0,37.0,18.0,9.0,24.1,34.4,253.2,2.87,38.2,56.3,20.0,0.82,3.5
1560,4,DE,"FRESENIUS MEDICAL CARE SOUTHERN DELAWARE, LLC",3,1.0,1,FRESENIUS MEDICAL CARE,0,11,1,1,1,26.0,0.0,95.0,2.0,6.0,25.0,30.0,28.0,12.0,17.1,32.7,201.4,0.37,22.5,63.3,17.0,0.82,17.6
1561,9,OH,FMC - GRANT PARK,2,1.0,1,FRESENIUS MEDICAL CARE,0,9,1,0,0,18.0,0.0,96.0,2.0,10.0,23.0,25.0,25.0,17.0,25.7,36.5,248.9,1.4,16.7,45.9,25.0,0.33,5.8
1562,15,CO,CANON CITY DIALYSIS (FMC),4,1.0,1,FRESENIUS MEDICAL CARE,0,12,1,0,0,29.0,0.0,99.0,1.0,5.0,18.0,31.0,32.0,14.0,19.1,26.5,130.2,0.5,13.0,57.6,21.0,0.82,15.1
1563,7,FL,SUWANNEE RIVER KIDNEY CENTER,3,1.0,1,FRESENIUS MEDICAL CARE,0,24,1,1,0,23.0,0.0,96.0,3.0,5.0,23.0,32.0,23.0,18.0,26.8,35.3,179.5,0.36,5.5,64.4,22.0,0.82,7.0
1564,1,ME,DAVITA EASTERN MAINE DIALYSIS,5,1.0,1,DAVITA,0,12,1,0,0,13.0,0.0,98.0,1.0,3.0,19.0,37.0,23.0,18.0,19.7,34.8,146.3,0.55,0.0,66.1,11.0,0.82,15.0
1565,15,NM,NORTH RIO RANCHO DIALYSIS (FMC),4,1.0,1,FRESENIUS MEDICAL CARE,0,29,1,1,1,13.0,0.0,97.0,1.0,8.0,23.0,31.0,22.0,16.0,26.5,16.3,159.9,0.19,14.6,68.0,14.0,0.0,25.6
1566,13,LA,MORGAN CITY DIALYSIS CTR,3,1.0,0,INDEPENDENT,0,11,1,0,0,36.0,0.0,97.0,3.0,5.0,19.0,31.0,32.0,13.0,51.0,26.7,110.4,0.51,48.7,66.8,15.0,0.82,12.6
1567,3,NJ,DAVITA RENAL CENTER OF SUCCASUNNA,5,1.0,1,DAVITA,1,12,1,0,0,19.0,0.0,99.0,3.0,8.0,24.0,31.0,22.0,16.0,18.3,26.1,137.6,1.04,8.9,84.7,6.0,0.82,22.6
1568,5,MD,FMC - LEXINGTON PARK DIALYSIS,3,1.0,1,FRESENIUS MEDICAL CARE,0,16,1,0,0,20.0,0.0,98.0,1.0,5.0,20.0,28.0,27.0,20.0,18.3,20.4,173.8,0.86,43.6,53.8,22.0,1.36,14.8
1569,1,CT,ST. RAPHAEL DIALYSIS CENTER - NEW HAVEN,4,1.0,1,FRESENIUS MEDICAL CARE,1,32,1,1,1,40.0,0.0,95.0,0.0,12.0,27.0,25.0,24.0,11.0,15.9,24.9,178.8,1.15,8.3,60.4,17.0,0.71,17.3
1570,6,GA,DAVITA MCDONOUGH DIALYSIS CENTER,3,1.0,1,DAVITA,0,24,1,0,0,17.0,0.0,98.0,5.0,8.0,20.0,29.0,22.0,20.0,19.1,27.2,193.2,0.0,35.8,57.3,11.0,1.11,20.5
1571,2,NY,DAVITA YONKERS EAST DIALYSIS CENTER,5,1.0,1,DAVITA,1,21,1,1,0,7.0,0.0,99.0,2.0,6.0,22.0,33.0,26.0,12.0,17.9,24.8,235.5,0.66,14.6,70.5,5.0,3.69,45.5
1572,13,LA,DAVITA WALKER DIALYSIS,3,1.0,1,DAVITA,0,13,1,0,0,45.0,0.0,95.0,6.0,2.0,14.0,34.0,23.0,28.0,36.2,29.8,207.7,1.79,16.7,68.9,10.0,0.82,8.3
1573,1,MA,SOUTH SUBURBAN DIALYSIS FACILITY,3,1.0,1,FRESENIUS MEDICAL CARE,1,20,1,1,0,15.0,0.0,97.0,2.0,10.0,27.0,30.0,20.0,14.0,22.0,33.9,205.6,0.0,10.7,65.8,11.0,0.82,43.9
1574,2,NY,"DIALYSIS CLINIC INC, BRADHURST",5,0.0,1,"DIALYSIS CLINIC, INC.",0,24,1,1,1,11.0,0.0,97.0,1.0,6.0,20.0,38.0,25.0,11.0,18.2,29.5,153.6,1.74,6.0,61.4,3.0,0.82,57.4
1575,12,KS,RAI - PARALLEL PARKWAY - KANSAS CITY DIALYSIS,5,1.0,1,FRESENIUS MEDICAL CARE,0,17,1,1,1,23.0,0.0,99.0,1.0,14.0,28.0,29.0,21.0,8.0,11.5,27.9,202.0,0.17,6.7,61.2,9.0,0.92,18.8
1576,7,FL,DAVITA GULF COAST DIALYSIS,5,1.0,1,DAVITA,0,1,0,1,0,18.0,0.0,98.0,0.0,7.0,15.0,40.0,35.0,4.0,11.3,27.0,153.1,0.51,16.7,63.3,12.0,0.82,52.3
1577,3,NJ,FMC NORTH NEWARK,4,1.0,1,FRESENIUS MEDICAL CARE,0,20,1,1,1,18.0,0.0,97.0,2.0,13.0,27.0,27.0,23.0,10.0,15.3,26.7,155.8,0.0,20.2,61.2,14.0,1.4,23.0
1578,15,CO,DAVITA NORTH METRO DIALYSIS CENTER,5,1.0,1,DAVITA,1,17,1,1,1,52.0,4.0,100.0,0.0,12.0,32.0,35.0,14.0,6.0,20.1,25.8,207.0,1.28,0.0,82.1,7.0,0.82,33.5
1579,7,FL,DAVITA MIAMI CAMPUS DIALYSIS,5,1.0,1,DAVITA,0,32,1,1,1,9.0,1.0,99.0,1.0,9.0,23.0,35.0,17.0,16.0,22.9,24.3,163.7,0.79,25.8,73.5,12.0,0.73,23.0
1580,7,FL,JUPITER KIDNEY CENTER LLC,3,1.0,1,AMERICAN RENAL ASSOCIATES,0,19,1,1,1,11.0,0.0,98.0,2.0,4.0,22.0,38.0,25.0,11.0,18.1,23.8,211.0,1.81,39.8,53.4,25.0,0.82,33.5
1581,13,LA,FKC - ABITA,4,1.0,1,FRESENIUS MEDICAL CARE,0,13,1,1,1,20.0,0.0,100.0,1.0,7.0,23.0,31.0,24.0,15.0,22.4,23.7,166.2,0.51,14.8,55.1,12.0,0.82,10.3
1582,6,GA,RENAL CAREPARTNERS OF GRIFFIN LLC,4,1.0,1,"US RENAL CARE, INC.",0,17,1,1,1,8.0,0.0,93.0,0.0,13.0,33.0,36.0,14.0,4.0,30.5,28.6,201.5,0.61,13.7,80.4,5.0,0.62,17.7
1583,1,ME,DCI SKOWHEGAN,5,0.0,1,"DIALYSIS CLINIC, INC.",0,12,1,0,0,6.0,0.0,95.0,0.0,7.0,23.0,26.0,29.0,15.0,23.4,26.1,91.0,1.02,0.0,74.4,7.0,0.82,8.1
1584,2,NY,METROPOLITAN HOSPITAL CENTER,4,0.0,0,INDEPENDENT,0,12,1,0,0,18.0,0.0,97.0,6.0,6.0,21.0,26.0,22.0,25.0,15.5,7.2,226.7,2.38,16.7,70.9,16.0,0.82,22.2
1585,6,NC,FRESENIUS MEDICAL CARE - TARBORO,3,1.0,1,FRESENIUS MEDICAL CARE,0,10,1,0,0,17.0,0.0,95.0,0.0,9.0,30.0,36.0,17.0,8.0,19.8,31.4,161.0,0.55,43.2,45.9,24.0,0.82,3.4
1586,4,PA,DCI PHILADELPHIA,3,0.0,1,"DIALYSIS CLINIC, INC.",0,32,1,1,0,19.0,0.0,96.0,1.0,8.0,18.0,23.0,31.0,19.0,15.8,33.3,203.1,0.11,14.0,51.7,11.0,2.03,34.5
1587,16,OR,TILLAMOOK DIALYSIS CENTER,3,1.0,1,"US RENAL CARE, INC.",0,6,1,0,0,18.0,0.0,98.0,9.0,3.0,17.0,41.0,19.0,21.0,30.7,27.0,101.4,1.07,16.7,70.8,9.0,0.82,10.5
1588,6,GA,DAVITA NEPHROLOGY CENTER OF SOUTH AUGUSTA,4,1.0,1,DAVITA,0,19,1,0,0,26.0,0.0,99.0,1.0,10.0,22.0,33.0,21.0,14.0,24.5,17.3,188.7,0.29,6.5,36.7,8.0,0.82,14.6
1589,17,HI,DAVITA RAINBOW DIALYSIS LAHAINA,5,1.0,1,DAVITA,0,6,1,0,0,18.0,0.0,99.0,0.0,3.0,22.0,37.0,28.0,11.0,21.75,27.0,69.3,0.0,16.7,60.2,5.0,0.82,24.7
1590,9,KY,FMC - LOUISVILLE,5,1.0,1,FRESENIUS MEDICAL CARE,0,24,1,0,0,15.0,0.0,99.0,2.0,10.0,20.0,29.0,23.0,18.0,20.6,32.9,153.4,0.27,7.7,71.1,11.0,0.48,4.7
1591,6,GA,BMA OF MARIETTA INC,5,1.0,1,FRESENIUS MEDICAL CARE,0,25,1,1,1,25.0,0.0,97.0,2.0,9.0,31.0,36.0,15.0,9.0,17.5,35.1,152.5,0.37,12.6,70.9,7.0,2.53,26.5
1592,6,NC,"BIO-MEDICAL APPLICATIONS OF NORTH CAROLINA, INC.",5,1.0,1,FRESENIUS MEDICAL CARE,0,5,0,1,0,6.0,0.0,98.0,0.0,5.0,28.0,38.0,17.0,13.0,23.2,13.7,125.6,0.51,15.8,100.0,0.0,0.82,31.3
1593,11,ND,SANFORD TOM AND FRANCES LEACH BISMARCK DIALYSIS,4,0.0,0,INDEPENDENT,0,24,1,1,0,33.0,0.0,100.0,2.0,6.0,25.0,27.0,28.0,14.0,19.3,27.7,191.3,3.17,13.5,70.2,9.0,3.26,30.0
1594,15,AZ,DAVITA SCOTTSDALE DIALYSIS,3,1.0,1,DAVITA,0,12,1,0,0,21.0,0.0,96.0,5.0,10.0,31.0,34.0,13.0,12.0,15.2,27.5,220.8,0.65,24.9,60.9,17.0,0.82,17.5
1595,15,AZ,GRANITE VALLEY DIALYSIS (FMC),4,1.0,1,FRESENIUS MEDICAL CARE,0,18,1,0,0,20.0,0.0,98.0,1.0,5.0,24.0,30.0,26.0,15.0,25.6,27.1,208.8,1.26,7.6,70.1,17.0,0.82,22.5
1596,7,FL,MIAMI REGIONAL DIALYSIS CENTER INC,5,1.0,1,AMERICAN RENAL ASSOCIATES,0,26,1,1,0,20.0,0.0,98.0,1.0,8.0,38.0,37.0,14.0,4.0,32.2,21.7,166.8,0.73,18.2,75.2,8.0,1.77,21.0
1597,1,CT,DAVITA HAWLEY LANE DIALYSIS,5,1.0,1,DAVITA,0,25,1,0,0,7.0,0.0,99.0,0.0,3.0,22.0,42.0,21.0,12.0,37.5,13.8,117.8,0.0,0.0,58.3,8.0,0.82,28.6
1598,13,AR,FMCNA - STUTTGART DIALYSIS,3,1.0,1,FRESENIUS MEDICAL CARE,0,15,1,0,0,11.0,0.0,98.0,1.0,10.0,20.0,23.0,27.0,19.0,27.7,13.7,160.8,0.18,23.9,54.3,17.0,0.29,6.3
1599,13,OK,DAVITA GARFIELD COUNTY DIALYSIS,4,1.0,1,DAVITA,0,13,1,1,0,18.0,0.0,98.0,1.0,7.0,24.0,31.0,22.0,14.0,21.75,35.9,185.0,0.51,16.7,63.3,12.0,0.82,16.1
1600,6,SC,"DAVITA GENESSEE DIALYSIS, LLC",4,1.0,1,DAVITA,0,16,1,0,0,18.0,0.0,98.0,1.0,7.0,24.0,31.0,22.0,14.0,21.75,27.0,185.0,0.51,16.7,63.3,12.0,0.82,16.1
1601,9,OH,PICKAWAY DIALYSIS CENTER,4,1.0,1,AMERICAN RENAL ASSOCIATES,0,12,1,1,0,50.0,0.0,98.0,1.0,8.0,32.0,34.0,16.0,10.0,17.3,29.3,209.4,0.55,16.7,73.3,21.0,0.82,9.6
1602,17,HI,SIEMSEN DIALYSIS FACILITY,4,1.0,1,LIBERTY DIALYSIS HAWAII,1,74,1,1,1,12.0,1.0,98.0,2.0,9.0,25.0,27.0,24.0,15.0,20.0,22.2,138.3,0.22,7.3,62.6,12.0,0.51,12.1
1603,4,PA,FRESENIUS KIDNEY CARE - NORTHEAST PHILADELPHIA,4,1.0,1,FRESENIUS MEDICAL CARE,0,20,1,1,1,26.0,0.0,98.0,2.0,13.0,26.0,25.0,25.0,12.0,14.8,35.8,215.4,0.67,8.2,58.3,14.0,1.37,38.8
1604,4,PA,DAVITA PDI-LANCASTER,5,1.0,1,DAVITA,1,17,1,0,0,16.0,0.0,100.0,0.0,6.0,28.0,38.0,16.0,11.0,16.2,24.2,144.1,0.5,0.0,74.0,6.0,0.82,17.6
1605,7,FL,FRESENIUS KIDNEY CARE DAYTONA,3,1.0,1,FRESENIUS MEDICAL CARE,0,17,1,1,0,46.0,0.0,94.0,2.0,7.0,22.0,29.0,26.0,16.0,17.3,27.0,161.3,0.84,4.8,68.2,18.0,0.93,28.0
1606,8,AL,DAVITA WALKER COUNTY DIALYSIS,4,1.0,1,DAVITA,0,13,1,1,1,24.0,0.0,100.0,0.0,7.0,20.0,23.0,20.0,31.0,28.1,31.8,328.4,3.09,62.4,73.7,6.0,0.82,11.7
1607,1,RI,DIALYSIS CENTER OF EAST PROVIDENCE,4,1.0,1,AMERICAN RENAL ASSOCIATES,0,21,1,1,0,23.0,0.0,98.0,2.0,5.0,18.0,27.0,35.0,16.0,18.9,29.9,160.9,0.66,34.9,79.3,10.0,3.46,49.1
1608,10,IL,FMC - OF SPOON RIVER,5,1.0,1,FRESENIUS MEDICAL CARE,0,11,1,0,0,10.0,0.0,98.0,1.0,5.0,23.0,28.0,28.0,15.0,20.0,21.0,139.6,0.85,0.0,54.0,14.0,0.82,16.6
1609,9,IN,"DIALYZE DIRECT IN, LLC",4,1.0,1,NRAA,0,1,0,0,1,18.0,0.0,98.0,1.0,7.0,24.0,31.0,22.0,14.0,21.75,27.0,185.0,0.51,16.7,63.3,12.0,0.82,16.1
1610,8,AL,DAVITA OZARK DIALYSIS,5,1.0,1,DAVITA,0,19,1,0,0,21.0,0.0,97.0,0.0,10.0,23.0,33.0,21.0,13.0,25.9,26.1,157.6,0.0,26.8,71.0,3.0,0.82,8.7
1611,7,FL,FRESENIUS KIDNEY CARE-DUNEDIN,5,1.0,1,FRESENIUS MEDICAL CARE,0,24,1,1,0,16.0,0.0,98.0,0.0,4.0,23.0,35.0,20.0,19.0,17.2,20.9,103.0,1.54,7.8,57.1,6.0,0.82,8.9
1612,18,CA,DAVITA PREMIER DIALYSIS CENTER,3,1.0,1,DAVITA,0,36,1,1,0,15.0,0.0,99.0,2.0,5.0,20.0,32.0,21.0,22.0,28.6,31.5,263.2,0.68,38.1,67.4,15.0,0.48,18.8
1613,12,IA,DAVITA WEST DES MOINES DIALYSIS,4,1.0,1,DAVITA,0,10,1,1,0,19.0,0.0,99.0,1.0,3.0,18.0,32.0,27.0,21.0,24.9,18.4,204.8,0.31,41.2,71.7,11.0,2.74,18.8
1614,8,AL,"BIO-MEDICAL APPLICATIONS OF ALABAMA, INC.",3,1.0,1,FRESENIUS MEDICAL CARE,0,10,1,0,0,45.0,0.0,95.0,0.0,8.0,31.0,22.0,21.0,18.0,34.7,26.0,114.6,0.0,20.3,25.3,16.0,0.82,20.1
1615,4,PA,"BIO-MEDICAL APPLICATIONS OF PENNSYLVANIA, INC",3,1.0,1,FRESENIUS MEDICAL CARE,0,13,1,0,0,14.0,0.0,95.0,1.0,9.0,27.0,30.0,20.0,14.0,23.5,32.2,132.7,0.33,16.7,54.8,30.0,0.82,35.1
1616,11,MI,US RENAL CARE WATERVLIET DIALYSIS,4,1.0,1,"US RENAL CARE, INC.",0,16,1,0,0,20.0,0.0,98.0,1.0,11.0,25.0,26.0,18.0,20.0,27.3,19.6,234.9,0.61,5.5,67.6,15.0,0.82,10.2
1617,6,SC,DAVITA JEDBURG DIALYSIS,4,1.0,1,DAVITA,0,18,1,1,1,23.0,0.0,99.0,1.0,5.0,19.0,34.0,23.0,20.0,33.1,24.1,225.2,0.81,12.0,64.0,5.0,0.61,11.8
1618,6,GA,LAKE OCONEE DIALYSIS,2,1.0,1,AMERICAN RENAL ASSOCIATES,0,13,1,0,0,50.0,0.0,90.0,1.0,6.0,28.0,33.0,16.0,16.0,26.3,27.1,184.1,0.64,16.7,45.9,28.0,0.82,8.9
1619,6,NC,DAVITA DIALYSIS CARE OF RUTHERFORD COUNTY,5,1.0,1,DAVITA,0,30,1,1,0,25.0,0.0,98.0,1.0,5.0,20.0,36.0,23.0,15.0,28.5,23.5,146.8,0.56,14.5,72.4,5.0,0.71,14.9
1620,10,IL,DAVITA ROCKFORD DIALYSIS,5,1.0,1,DAVITA,0,22,1,1,0,26.0,0.0,99.0,0.0,6.0,20.0,33.0,23.0,18.0,22.6,22.9,210.0,0.46,8.8,68.0,5.0,0.0,11.6
1621,1,CT,DAVITA NEW HAVEN DIALYSIS,3,1.0,1,DAVITA,0,36,1,1,1,29.0,0.0,96.0,3.0,5.0,17.0,30.0,29.0,18.0,20.6,27.3,185.1,0.45,3.1,53.8,20.0,1.29,25.8
1622,18,CA,DESERT CITIES DIALYSIS,2,1.0,0,INDEPENDENT,1,30,1,1,1,29.0,0.0,90.0,1.0,6.0,25.0,29.0,22.0,18.0,30.6,31.4,251.7,1.19,44.6,54.5,17.0,0.96,18.2
1623,10,IL,DAVITA SUN HEALTH DIALYSIS,3,1.0,0,INDEPENDENT,1,17,1,0,0,15.0,0.0,98.0,3.0,4.0,27.0,37.0,17.0,15.0,19.9,43.3,277.2,0.0,48.0,69.0,13.0,0.82,10.4
1624,13,AR,HIDDEN SPRINGS DIALYSIS CTR,3,1.0,0,INDEPENDENT,0,12,1,0,0,22.0,6.0,98.0,1.0,4.0,16.0,29.0,29.0,22.0,32.1,25.7,137.5,0.7,15.8,57.1,16.0,0.82,6.3
1625,6,GA,DAVITA MAGNOLIA OAKS DIALYSIS,4,1.0,1,DAVITA,0,15,1,1,1,28.0,0.0,96.0,1.0,6.0,19.0,32.0,20.0,23.0,27.3,29.3,192.9,0.34,9.2,69.1,7.0,0.85,21.3
1626,3,NJ,DAVITA CHERRY HILL DIALYSIS,5,1.0,1,DAVITA,0,19,1,1,0,15.0,0.0,100.0,0.0,8.0,26.0,35.0,19.0,12.0,19.9,20.8,149.0,0.16,15.3,65.7,14.0,1.22,24.8
1627,15,AZ,US RENAL CARE FLAGSTAFF DIALYSIS,3,1.0,1,"US RENAL CARE, INC.",0,17,1,1,0,65.0,0.0,99.0,3.0,11.0,29.0,28.0,18.0,13.0,19.8,32.7,205.2,0.53,39.9,68.8,20.0,0.0,11.1
1628,8,AL,DAVITA BIRMINGHAM NORTH DIALYSIS,3,1.0,1,DAVITA,0,24,1,0,0,20.0,0.0,99.0,1.0,11.0,23.0,32.0,17.0,16.0,22.6,24.4,157.0,0.51,31.1,39.3,11.0,0.0,13.5
1629,3,NJ,DAVITA METUCHEN,4,1.0,1,DAVITA,1,10,1,1,1,7.0,0.0,99.0,3.0,7.0,25.0,39.0,19.0,10.0,20.3,18.6,115.9,0.0,34.7,63.9,11.0,1.5,22.3
1630,11,MI,NW DETROIT DIALYSIS - LAHSER SATELLITE,3,1.0,1,GREENFIELD HEALTH SYSTEMS,0,24,1,1,1,25.0,0.0,91.0,1.0,5.0,25.0,36.0,21.0,14.0,19.6,25.1,218.5,0.0,21.4,61.4,14.0,0.83,17.5
1631,6,NC,MILLER STREET DIALYSIS CENTER OF WAKE FOREST UNIVERSITY,4,0.0,1,WAKE FOREST UNIVERSITY,1,48,1,0,0,5.0,0.0,96.0,1.0,13.0,28.0,25.0,23.0,11.0,20.1,22.8,164.9,0.99,8.8,69.1,19.0,1.22,12.5
1632,2,NY,"VESTAL HEALTHCARE, LLC",4,1.0,1,FRESENIUS MEDICAL CARE,0,1,0,1,0,18.0,0.0,98.0,1.0,7.0,24.0,31.0,22.0,14.0,21.75,27.0,185.0,0.51,16.7,63.3,12.0,0.82,16.1
